100;102;100,0,2,4,102;100,0,2,4,102;100,0,2,5,4,102;100,0,3,2,4,102;100,0,3,2,4,102;100,0,3,5,4,102;100,1,3,2,4,102;100,1,3,2,4,102;100,1,3,5,4,102;100,1,0,2,4,102;100,1,0,2,4,102;100,101,1,3,2,4,102;100,101,1,3,2,4,102;100,101,1,3,5,4,102;100,101,1,0,2,4,102;100,101,1,0,2,4,102;100,0,1,3,2,4,102;100,0,1,3,2,4,102;100,0,1,3,5,4,102;100,0,2,3,5,4,102;100,0,2,5,103,4,102;100,0,3,2,5,4,102;100,0,3,5,2,4,102;100,0,3,5,2,4,102;100,0,3,5,103,4,102;100,1,3,0,2,4,102;100,1,3,0,2,4,102;100,1,3,2,5,4,102;100,1,3,5,2,4,102;100,1,3,5,2,4,102;100,1,3,5,103,4,102;100,1,0,2,5,4,102;100,1,0,3,2,4,102;100,1,0,3,2,4,102;100,1,0,3,5,4,102
100;103;100,0,2,4,103;100,0,2,4,103;100,0,2,5,103;100,0,3,5,103;100,1,3,5,103;100,101,1,3,5,103;100,0,1,3,5,103;100,0,2,3,5,103;100,0,2,4,5,103;100,0,2,4,5,103;100,0,2,5,4,103;100,0,3,2,4,103;100,0,3,2,4,103;100,0,3,2,5,103;100,0,3,5,4,103;100,1,3,2,4,103;100,1,3,2,4,103;100,1,3,2,5,103;100,1,3,5,4,103;100,1,0,2,4,103;100,1,0,2,4,103;100,1,0,2,5,103;100,1,0,3,5,103;100,101,1,3,2,4,103;100,101,1,3,2,4,103;100,101,1,3,2,5,103;100,101,1,3,5,4,103;100,101,1,0,2,4,103;100,101,1,0,2,4,103;100,101,1,0,2,5,103;100,101,1,0,3,5,103;100,0,1,3,2,4,103;100,0,1,3,2,4,103;100,0,1,3,2,5,103;100,0,1,3,5,4,103;100,0,2,3,5,4,103;100,0,3,2,4,5,103;100,0,3,2,4,5,103;100,0,3,2,5,4,103;100,0,3,5,2,4,103;100,0,3,5,2,4,103;100,1,3,0,2,4,103;100,1,3,0,2,4,103;100,1,3,0,2,5,103;100,1,3,2,4,5,103;100,1,3,2,4,5,103;100,1,3,2,5,4,103;100,1,3,5,2,4,103;100,1,3,5,2,4,103;100,1,0,2,3,5,103;100,1,0,2,4,5,103;100,1,0,2,4,5,103;100,1,0,2,5,4,103;100,1,0,3,2,4,103;100,1,0,3,2,4,103;100,1,0,3,2,5,103;100,1,0,3,5,4,103
101;102;101,100,0,2,4,102;101,100,0,2,4,102;101,1,3,2,4,102;101,1,3,2,4,102;101,1,3,5,4,102;101,1,0,2,4,102;101,1,0,2,4,102;101,100,0,2,5,4,102;101,100,0,3,2,4,102;101,100,0,3,2,4,102;101,100,0,3,5,4,102;101,100,1,3,2,4,102;101,100,1,3,2,4,102;101,100,1,3,5,4,102;101,100,1,0,2,4,102;101,100,1,0,2,4,102;101,1,100,0,2,4,102;101,1,100,0,2,4,102;101,1,3,0,2,4,102;101,1,3,0,2,4,102;101,1,3,2,5,4,102;101,1,3,5,2,4,102;101,1,3,5,2,4,102;101,1,3,5,103,4,102;101,1,0,2,5,4,102;101,1,0,3,2,4,102;101,1,0,3,2,4,102;101,1,0,3,5,4,102;101,100,0,1,3,2,4,102;101,100,0,1,3,2,4,102;101,100,0,1,3,5,4,102;101,100,0,2,3,5,4,102;101,100,0,2,5,103,4,102;101,100,0,3,2,5,4,102;101,100,0,3,5,2,4,102;101,100,0,3,5,2,4,102;101,100,0,3,5,103,4,102;101,100,1,3,0,2,4,102;101,100,1,3,0,2,4,102;101,100,1,3,2,5,4,102;101,100,1,3,5,2,4,102;101,100,1,3,5,2,4,102;101,100,1,3,5,103,4,102;101,100,1,0,2,5,4,102;101,100,1,0,3,2,4,102;101,100,1,0,3,2,4,102;101,100,1,0,3,5,4,102;101,1,100,0,2,5,4,102;101,1,100,0,3,2,4,102;101,1,100,0,3,2,4,102;101,1,100,0,3,5,4,102;101,1,3,0,2,5,4,102;101,1,3,2,5,103,4,102;101,1,0,2,3,5,4,102;101,1,0,2,5,103,4,102;101,1,0,3,2,5,4,102;101,1,0,3,5,2,4,102;101,1,0,3,5,2,4,102;101,1,0,3,5,103,4,102
101;103;101,1,3,5,103;101,100,0,2,4,103;101,100,0,2,4,103;101,100,0,2,5,103;101,100,0,3,5,103;101,100,1,3,5,103;101,1,3,2,4,103;101,1,3,2,4,103;101,1,3,2,5,103;101,1,3,5,4,103;101,1,0,2,4,103;101,1,0,2,4,103;101,1,0,2,5,103;101,1,0,3,5,103;101,100,0,1,3,5,103;101,100,0,2,3,5,103;101,100,0,2,4,5,103;101,100,0,2,4,5,103;101,100,0,2,5,4,103;101,100,0,3,2,4,103;101,100,0,3,2,4,103;101,100,0,3,2,5,103;101,100,0,3,5,4,103;101,100,1,3,2,4,103;101,100,1,3,2,4,103;101,100,1,3,2,5,103;101,100,1,3,5,4,103;101,100,1,0,2,4,103;101,100,1,0,2,4,103;101,100,1,0,2,5,103;101,100,1,0,3,5,103;101,1,100,0,2,4,103;101,1,100,0,2,4,103;101,1,100,0,2,5,103;101,1,100,0,3,5,103;101,1,3,0,2,4,103;101,1,3,0,2,4,103;101,1,3,0,2,5,103;101,1,3,2,4,5,103;101,1,3,2,4,5,103;101,1,3,2,5,4,103;101,1,3,5,2,4,103;101,1,3,5,2,4,103;101,1,0,2,3,5,103;101,1,0,2,4,5,103;101,1,0,2,4,5,103;101,1,0,2,5,4,103;101,1,0,3,2,4,103;101,1,0,3,2,4,103;101,1,0,3,2,5,103;101,1,0,3,5,4,103
