100;101;100,0,3,4,6,101;100,0,3,7,4,6,101;100,0,8,3,4,6,101;100,1,2,5,4,6,101;100,1,0,3,4,6,101;100,12,0,3,4,6,101;100,0,1,2,5,4,6,101;100,0,8,3,7,4,6,101;100,0,8,102,3,4,6,101;100,1,2,5,10,4,6,101;100,1,2,14,5,4,6,101;100,1,2,13,5,4,6,101;100,1,0,3,7,4,6,101;100,1,0,8,3,4,6,101;100,12,0,3,7,4,6,101;100,12,0,8,3,4,6,101
100;102;100,0,3,102;100,0,8,102;100,0,3,8,102;100,0,8,3,102;100,1,0,3,102;100,1,0,8,102;100,12,0,3,102;100,12,0,8,102;100,1,0,3,8,102;100,1,0,8,3,102;100,12,0,3,8,102;100,12,0,8,3,102
100;103;100,0,3,103;100,0,8,3,103;100,1,0,3,103;100,12,0,3,103;100,0,8,102,3,103;100,1,0,8,3,103;100,12,0,8,3,103
