100;101;100,0,3,4,6,101;100,0,3,7,4,6,101;100,1,2,5,4,6,101;100,1,0,3,4,6,101;100,0,1,2,5,4,6,101;100,1,0,3,7,4,6,101
100;102;100,0,3,102;100,1,0,3,102
